"姓名" "年龄" "身高" "体重" "俱乐部" "位置" "惯用脚" "逆足能力" "花式技巧" "国际声誉" "传中" "射术" "头球精度" "短传" "凌空" "盘带" "弧线" "任意球精度" "长传" "控球" "加速" "速度" "敏捷" "移动反应" "平衡" "射门力量" "弹跳" "体能" "强壮" "远射" "侵略性" "拦截意识" "跑位" "视野" "点球" "沉着" "盯人" "抢断" "铲球" "鱼跃" "手形" "开球" "站位" "守门反应" "联赛" "球队位置" "综合能力"
"Íñigo Lekue Martínez" 23 180.34 159 "毕尔巴鄂竞技" "主力替补" "右脚" 3 2 1 81 46 61 70 41 77 73 55 70 77 71 76 69 68 73 60 68 81 72 45 67 73 57 44 52 66 66 71 74 15 16 13 13 9 "西甲" "替补" 75
"Fidel Chaves de la Torre" 26 180.34 161 "阿尔梅利亚" "左中场" "左脚" 2 3 1 71 71 46 67 58 79 67 65 56 77 82 90 86 70 77 72 72 77 57 66 76 35 72 62 72 42 19 21 35 14 14 10 9 12 "其他" "中场" 72
"David Simón Rodríguez Santana" 26 175.26 150 "拉斯帕尔马斯" "主力替补" "右脚" 3 2 1 73 42 60 79 36 70 64 40 63 72 77 82 65 66 74 57 70 85 60 45 80 69 67 43 38 49 72 71 73 15 12 7 8 11 "其他" "替补" 74
"Gorka Elustondo Urkola" 29 182.88 174 "国民竞技" "主力替补" "右脚" 3 2 1 60 51 63 79 43 65 82 80 75 68 53 61 67 67 62 75 82 70 75 77 87 70 55 68 67 61 72 75 78 13 13 13 13 10 "其他" "替补" 74
"Moisés Gómez Bordonado" 22 175.26 143 "希洪竞技" "左中中场" "右脚" 4 3 1 75 68 54 80 59 76 80 59 69 75 73 69 76 68 80 68 71 75 59 69 52 51 69 71 59 57 35 47 34 12 7 16 7 7 "其他" "中场" 74
"Laureano Sanabria Ruiz" 31 165.1 150 "拉科鲁尼亚" "主力替补" "右脚" 3 2 1 71 44 55 67 54 63 61 39 63 71 75 74 74 74 89 68 70 72 57 26 68 78 44 56 48 62 70 71 75 9 6 15 8 11 "其他" "替补" 73
"Alejandro Bergantiños García" 31 177.8 161 "拉科鲁尼亚" "主力替补" "右脚" 3 2 1 49 36 61 71 46 58 59 50 69 67 54 53 61 72 68 60 73 75 77 51 74 79 56 70 58 65 70 76 67 12 10 11 9 13 "其他" "替补" 73
"Aarón Martín Caricol" 19 180.34 159 "西班牙人" "左后卫" "左脚" 3 2 1 70 28 69 71 21 70 59 54 45 72 62 69 58 71 64 49 61 70 63 22 58 73 51 38 43 46 75 76 74 11 14 10 12 12 "西甲" "后场" 77
"Miguel Ángel De las Cuevas Barberá" 30 175.26 152 "奥萨苏纳" "主力替补" "右脚" 4 3 1 74 61 35 76 64 76 85 78 71 77 72 66 76 69 73 69 69 73 70 77 69 51 71 78 61 69 43 55 44 9 16 6 16 7 "西甲" "替补" 72
"Pedro Alcalá Guirado" 27 195.58 205 "吉罗纳" "中后卫" "右脚" 4 2 1 45 30 73 69 37 50 62 63 66 62 36 58 40 56 30 80 62 71 88 68 76 66 26 48 39 37 74 81 66 15 10 8 8 11 "其他" "后场" 76
"Cristian Portugués Manzanera" 24 177.8 154 "吉罗纳" "主力替补" "右脚" 4 2 1 54 69 64 77 51 73 66 64 68 71 75 78 70 67 73 66 70 85 68 61 76 68 74 75 51 67 50 61 59 14 10 15 15 13 "其他" "替补" 78
"Miguel Ángel Garrido Cifuentes" 25 172.72 143 "吉罗纳" "右边翼卫" "右脚" 3 2 1 73 42 55 64 33 71 59 48 55 69 88 85 81 63 77 74 81 92 67 46 73 65 69 46 57 76 64 69 73 8 10 13 6 9 "其他" "后场" 70
"Borja Mayoral Moya" 19 180.34 150 "沃尔夫斯堡" "主力替补" "右脚" 4 3 1 58 78 63 66 67 68 34 57 43 71 74 75 73 75 66 71 68 54 62 58 27 12 77 56 69 56 12 13 20 12 9 8 15 7 "德甲" "替补" 72
"Alfredo Ortuño Martínez" 25 182.88 185 "加的斯" "中锋" "左脚" 4 3 1 49 79 67 58 72 73 71 53 41 68 63 69 59 69 59 74 62 60 74 59 38 29 77 59 70 61 20 18 15 11 9 16 14 15 "其他" "前场" 72
"Rubén Peña Jiménez" 24 170.18 143 "埃瓦尔" "主力替补" "右脚" 3 3 1 69 72 57 71 65 74 52 55 56 73 84 87 83 74 85 71 73 67 63 64 61 62 78 63 64 71 49 58 67 7 11 10 16 10 "其他" "替补" 74
"Aarón Ñíguez Esclápez" 27 170.18 159 "特内里费" "左中场" "右脚" 4 3 1 73 63 52 68 59 79 74 73 57 73 84 81 85 67 84 72 74 68 65 64 55 45 71 67 67 69 40 45 48 14 13 9 15 10 "其他" "中场" 73
"Alberto Lora Ramos" 29 167.64 148 "希洪竞技" "主力替补" "右脚" 4 2 1 67 57 55 70 57 64 59 49 59 70 80 80 77 74 81 68 65 80 66 59 72 69 59 59 49 74 67 70 80 14 15 6 12 13 "其他" "替补" 72
"Anaitz Arbilla Zabala" 29 177.8 165 "埃瓦尔" "主力替补" "右脚" 4 2 1 74 40 70 73 48 65 63 70 65 72 60 72 59 70 67 81 79 75 77 68 84 72 57 57 47 64 72 76 72 14 8 15 13 9 "其他" "替补" 74
"Osmar Ibáñez Barba" 28 193.04 190 "FC首尔" "左中后卫" "左脚" 2 2 2 54 45 71 67 44 51 65 55 72 59 54 53 59 60 52 70 70 89 81 70 73 74 57 70 68 59 72 73 76 14 11 7 16 9 "其他" "后场" 72
"Raúl Fernández-Cavada Mateos" 28 195.58 190 "莱万特" "主力替补" "右脚" 2 1 1 23 13 13 29 22 16 24 14 26 14 36 47 40 69 49 24 59 32 79 24 21 21 11 21 24 19 11 11 11 73 75 62 74 72 "西甲" "替补" 73
"Alberto García Cabrera" 31 182.88 161 "赫塔菲" "主力替补" "右脚" 3 1 1 25 15 14 29 29 12 22 20 27 30 62 63 66 68 66 37 75 70 60 31 34 20 13 31 21 36 11 11 10 77 70 69 70 72 "西甲" "替补" 73
"David Remeseiro Salgueiro" 21 177.8 143 "莱万特" "右中场" "右脚" 3 3 1 65 71 56 71 66 80 68 65 52 77 85 82 79 68 79 75 67 68 66 67 48 27 73 63 72 59 23 31 26 9 9 11 11 14 "西甲" "中场" 73
"José Luís Moreno Barroso" 25 177.8 161 "卢哥" "中锋" "右脚" 3 3 1 44 79 65 58 70 66 55 54 45 68 79 78 70 67 60 82 68 83 74 75 69 65 67 48 75 51 39 45 39 10 14 8 14 9 "其他" "前场" 73
"David Rodríguez Sánchez" 30 177.8 165 "阿尔科孔" "主力替补" "右脚" 3 3 1 67 75 67 58 68 68 57 54 42 69 80 81 75 69 63 80 77 88 74 72 53 32 74 58 78 59 36 25 21 13 10 11 7 11 "其他" "替补" 73
"Rubén García Santos" 22 170.18 159 "莱万特" "主力替补" "左脚" 3 3 1 67 63 59 71 59 80 74 70 59 76 84 75 82 68 84 67 64 65 57 70 62 32 65 70 68 60 28 40 35 9 14 13 14 10 "西甲" "替补" 73
"Markel Bergara Larrañaga" 30 180.34 172 "皇家社会" "主力替补" "右脚" 3 2 1 58 65 62 77 47 58 60 71 76 63 65 43 60 76 68 61 69 73 81 66 80 79 59 76 59 63 69 82 71 11 15 11 15 16 "西甲" "替补" 73
"Unai Bustinza Martínez" 24 175.26 165 "莱加内斯" "替补" "右脚" 3 2 1 74 27 73 68 23 56 45 35 53 69 68 73 64 64 71 44 75 78 72 38 71 72 52 50 33 51 70 75 73 14 12 11 13 7 "其他" "替补" 73
"Jorge Molina Vidal" 34 187.96 170 "赫塔菲" "中锋" "右脚" 4 2 1 49 77 82 61 74 56 55 59 44 72 33 33 39 74 34 83 54 80 91 66 76 41 82 69 80 73 30 32 19 6 14 8 13 14 "西甲" "前场" 73
"Víctor Javier Añino Bermúdez" 32 170.18 150 "特内里费" "左后腰" "右脚" 3 3 1 60 47 59 75 46 61 58 60 65 68 76 74 70 71 82 72 71 88 79 56 88 68 56 64 67 76 68 74 70 16 6 8 10 15 "其他" "中场" 69
"José Antonio García Rabasco" 29 180.34 172 "莱万特" "主力替补" "右脚" 4 2 1 71 62 49 77 69 64 83 81 80 73 51 53 56 68 68 80 54 73 74 73 74 73 59 73 83 75 59 72 62 13 10 16 16 7 "西甲" "替补" 72
"Marc Torrejón Moya" 30 187.96 194 "弗赖堡" "主力替补" "右脚" 3 2 1 42 23 72 61 49 52 49 52 60 57 49 53 55 72 56 59 57 67 83 21 78 73 29 51 46 76 73 75 73 6 10 10 8 16 "德甲" "替补" 72
"Jerónimo Figueroa Cabrera" 33 180.34 154 "拉斯帕尔马斯" "主力替补" "左脚" 3 3 1 78 68 58 79 58 75 82 74 73 76 64 60 69 69 56 68 56 61 67 65 59 55 67 76 79 77 41 48 44 11 11 15 14 7 "其他" "替补" 71
"José Ángel Crespo Rincón" 29 182.88 172 "帕奥克" "左中后卫" "右脚" 3 2 1 72 32 60 67 33 55 58 27 69 68 69 66 63 73 62 51 71 78 74 40 78 70 57 59 41 59 70 77 75 13 5 11 5 11 "其他" "后场" 72
"Javier Castellano Betancor" 28 180.34 157 "拉斯帕尔马斯" "主力替补" "右脚" 3 2 1 49 34 66 77 33 46 43 40 72 67 61 57 62 59 54 52 56 72 73 44 77 76 39 65 44 62 71 75 69 11 10 16 8 12 "其他" "替补" 73
"Alejandro Martínez Sánchez" 25 175.26 141 "皇家贝蒂斯" "主力替补" "左脚" 3 2 1 81 44 59 70 40 67 64 57 66 73 75 78 76 57 67 79 72 82 56 61 68 71 61 53 55 54 73 74 69 16 9 16 14 12 "西甲" "替补" 74
"Adrián Marín Gómez" 19 182.88 170 "莱加内斯" "主力替补" "左脚" 2 2 1 76 40 56 72 48 69 62 35 56 73 73 75 70 69 63 60 71 73 69 42 69 74 51 52 32 59 67 71 75 9 14 14 8 8 "其他" "替补" 72
"Pau López Sabata" 21 187.96 174 "托特纳姆热刺" "主力替补" "左脚" 3 1 1 24 19 15 30 24 17 23 21 25 15 45 52 40 71 57 21 60 42 52 24 39 16 20 26 25 22 12 20 11 70 75 68 74 71 "英超" "替补" 81
"Enrique González Casín" 26 175.26 148 "阿尔梅利亚" "中锋" "左脚" 3 3 1 69 71 71 69 71 70 70 59 61 66 75 74 76 75 77 72 73 63 69 73 49 44 80 62 71 62 41 37 32 14 13 10 12 9 "其他" "前场" 73
"Aitor Sanz Martín" 31 180.34 157 "特内里费" "右后腰" "右脚" 4 3 1 62 56 42 75 55 68 72 73 82 72 65 63 66 61 68 75 65 84 78 64 78 68 61 76 64 75 66 72 61 14 11 12 9 16 "其他" "中场" 75
"Alberto Bueno Calvo" 28 177.8 148 "莱加内斯" "主力替补" "右脚" 3 3 1 67 73 66 69 75 74 80 66 57 79 66 68 81 74 74 80 56 53 57 79 36 45 72 70 68 60 42 31 34 8 16 7 11 9 "其他" "替补" 73
"Francisco Montañés Claverías" 29 172.72 154 "莱万特" "主力替补" "右脚" 4 3 1 72 61 42 71 66 78 76 62 63 75 85 79 85 71 84 75 76 61 63 66 51 38 65 68 60 79 37 40 21 12 15 10 12 13 "西甲" "替补" 72
"Alejandro López Sánchez" 28 172.72 141 "巴拉多利德" "主力替补" "右脚" 3 2 1 59 65 45 75 49 66 80 71 76 69 63 58 69 75 83 81 57 75 59 77 77 62 69 80 68 68 48 59 54 9 12 8 11 8 "其他" "替补" 71
"Álvaro Vázquez García" 25 182.88 172 "西班牙人" "主力替补" "右脚" 3 3 1 51 73 66 64 71 74 66 54 59 76 68 70 72 71 67 80 71 65 72 76 64 33 72 60 70 61 13 39 25 7 16 7 9 14 "西甲" "替补" 75
"Raúl Lizoáin Cruz" 25 187.96 176 "拉斯帕尔马斯" "主力替补" "左脚" 2 1 1 11 12 15 15 14 12 13 16 22 15 47 55 70 61 58 25 73 41 52 12 24 17 16 33 24 43 12 14 13 73 76 59 74 72 "其他" "替补" 73
"Adama Traoré Diarra" 20 177.8 168 "米德尔斯堡" "右中场" "右脚" 3 4 1 73 64 40 70 47 82 54 42 52 77 92 93 80 64 81 71 73 64 80 49 48 29 68 43 47 71 20 23 16 13 9 11 12 7 "其他" "中场" 75
"Borja García Freire" 25 175.26 159 "吉罗纳" "右中中场" "右脚" 3 3 1 63 71 53 74 59 72 65 51 70 75 84 77 78 70 78 65 72 73 69 70 47 66 68 72 62 61 44 68 51 9 13 13 12 16 "其他" "中场" 77
"Juan Pedro Ramírez López" 25 190.5 187 "吉罗纳" "左中后卫" "右脚" 3 2 1 35 35 77 69 13 38 28 35 60 63 55 69 34 55 36 44 70 75 80 27 79 70 32 54 37 44 71 76 70 11 8 11 8 13 "其他" "后场" 76
"Alfonso Pedraza Sag" 20 182.88 165 "利兹联" "主力替补" "左脚" 2 3 1 74 73 56 68 52 78 65 57 61 75 76 77 71 67 54 72 58 74 61 66 43 46 68 59 64 60 48 43 46 12 6 14 7 12 "英超" "替补" 74
"David Soria Solís" 23 193.04 187 "塞维利亚" "主力替补" "右脚" 3 1 1 15 19 24 24 24 16 23 11 33 19 49 34 45 69 42 54 60 43 76 18 24 18 12 45 23 21 13 13 13 76 67 58 78 71 "西甲" "替补" 75
"Antonio Barragán Fernández" 29 182.88 168 "米德尔斯堡" "右后卫" "右脚" 3 2 1 70 44 62 65 59 62 64 51 62 71 72 73 67 67 66 61 68 80 74 53 77 74 56 52 55 58 78 75 71 6 8 11 8 10 "其他" "后场" 75
"Sergi Samper Montañá" 21 180.34 159 "格拉纳达" "右后腰" "右脚" 3 2 1 55 38 48 80 48 63 65 46 76 76 60 39 58 68 70 55 58 68 66 52 59 73 53 81 52 75 65 71 62 12 10 13 11 6 "西甲" "中场" 72
"Antonio Jesús Cotán Pérez" 20 172.72 150 "塞维利亚" "左后腰" "右脚" 3 3 1 54 37 42 81 56 71 64 42 74 77 62 61 72 75 77 65 60 60 45 68 58 72 65 74 44 60 71 75 73 9 10 14 13 7 "西甲" "中场" 71
"Francisco Mérida Pérez" 26 177.8 163 "奥萨苏纳" "主力替补" "左脚" 2 3 1 71 66 43 73 57 75 82 80 71 75 66 63 59 69 70 81 65 71 70 77 84 72 67 75 79 56 65 71 70 11 11 8 6 10 "西甲" "替补" 73
"Joseba Zaldúa Bengoetxea" 24 175.26 157 "皇家社会" "主力替补" "右脚" 3 2 1 74 25 66 71 23 55 53 41 55 63 75 74 64 68 72 48 68 69 60 40 78 76 49 34 32 53 70 72 75 7 15 14 11 11 "西甲" "替补" 73
"Vicente Guaita Panadero" 29 190.5 179 "赫塔菲" "守门员" "右脚" 3 1 2 35 11 20 39 25 16 32 20 33 24 51 52 63 68 48 45 68 52 62 25 24 27 13 45 29 30 10 15 17 72 74 73 71 75 "西甲" "守门员" 77
"Alberto Zapater Arjol" 31 180.34 181 "萨拉戈萨" "右后腰" "右脚" 3 2 1 63 61 58 73 56 69 61 71 72 76 59 52 57 71 61 74 62 63 72 73 80 72 63 75 67 83 67 72 66 15 6 10 8 16 "其他" "中场" 71
"Roberto Ibáñez Castro" 23 170.18 148 "莱加内斯" "替补" "右脚" 4 3 1 73 64 52 72 59 76 65 52 67 73 78 72 76 69 90 68 54 51 46 65 52 53 68 72 63 63 41 49 42 11 10 9 12 11 "其他" "替补" 72
"Francisco José Molinero Calderón" 30 175.26 141 "赫塔菲" "左后卫" "右脚" 2 2 1 73 45 59 70 54 59 66 40 59 68 77 80 80 72 74 69 78 76 69 59 80 67 59 59 49 66 69 65 73 8 10 10 13 13 "西甲" "后场" 71
"Manuel Del Moral Fernández" 32 185.42 170 "努曼西亚" "主力替补" "右脚" 4 4 2 74 79 59 67 59 72 69 59 67 74 71 67 68 59 55 80 65 40 71 73 28 28 71 66 80 59 35 35 25 15 16 8 9 13 "其他" "替补" 72
"Alexander Mesa Travieso" 21 177.8 174 "埃瓦尔" "主力替补" "右脚" 3 3 1 54 76 57 65 67 65 72 42 39 72 87 78 74 74 76 68 69 69 66 61 38 21 81 61 69 63 21 23 20 15 11 14 7 9 "其他" "替补" 72
"Unai García Lugea" 23 185.42 179 "奥萨苏纳" "左中后卫" "左脚" 3 2 1 54 35 67 71 21 44 26 47 63 65 67 74 57 61 64 57 84 80 73 23 70 70 35 50 42 47 72 74 76 13 16 11 14 12 "西甲" "后场" 72
"Aridane Hernández Umpiérrez" 27 185.42 170 "加的斯" "右中后卫" "右脚" 3 2 1 39 26 73 55 40 30 47 46 53 55 54 67 66 56 57 63 85 79 86 31 79 67 35 47 31 66 69 70 72 15 12 9 11 8 "其他" "后场" 72
"Diego González Polanco" 21 182.88 190 "塞维利亚" "左中后卫" "左脚" 3 2 1 66 25 71 65 22 48 32 34 67 57 66 69 52 62 45 35 70 69 74 24 75 67 41 39 42 52 74 75 78 7 7 8 8 12 "西甲" "后场" 73
"Pedro López Muñoz" 32 175.26 159 "莱万特" "右后卫" "右脚" 3 2 1 77 53 53 70 51 68 69 56 64 73 71 72 70 69 74 74 66 75 63 66 77 73 59 59 58 67 72 74 67 10 12 16 12 14 "西甲" "后场" 72
"Adrián Embarba Blázquez" 24 172.72 146 "巴列卡诺" "右中场" "右脚" 3 3 1 70 64 45 70 53 72 62 57 71 70 80 81 80 70 80 69 61 76 59 68 56 49 70 64 55 51 54 52 49 13 6 6 14 11 "西甲" "中场" 74
"Álvaro Odriozola Arzalluz" 20 177.8 163 "皇家社会" "右后卫" "右脚" 2 2 1 73 42 63 66 29 45 46 30 44 67 82 84 64 66 52 26 57 73 52 40 61 68 44 31 62 30 64 67 74 11 12 10 5 14 "西甲" "后场" 78
"Francisco Portillo Soler" 26 170.18 139 "赫塔菲" "前腰" "右脚" 3 3 1 75 64 59 72 59 74 75 56 69 71 69 68 80 71 86 59 59 76 58 68 48 48 69 75 49 67 59 49 46 14 15 8 16 11 "西甲" "中场" 72
"Néstor Susaeta Jaurrieta" 31 177.8 163 "奥维多" "右中场" "右脚" 3 3 1 82 66 42 74 70 72 84 81 80 76 67 66 68 59 62 83 39 72 61 76 59 53 65 70 75 66 38 46 36 14 7 12 12 15 "其他" "中场" 73
"Alejandro Remiro Gargallo" 21 193.04 174 "毕尔巴鄂竞技" "主力替补" "右脚" 3 1 1 12 13 13 29 15 19 14 17 25 17 40 46 69 67 40 22 61 42 68 11 34 20 11 28 24 49 18 17 18 74 75 77 66 70 "西甲" "替补" 74
"Javier Carpio Martín" 32 177.8 148 "加的斯" "右后卫" "右脚" 3 2 1 68 42 57 56 53 53 55 50 63 60 75 81 82 68 71 65 89 87 73 39 85 71 52 47 47 55 67 74 76 6 10 6 10 11 "其他" "后场" 69
"Alberto Guitián Ceballos" 25 182.88 163 "巴拉多利德" "主力替补" "右脚" 3 2 1 35 36 74 70 31 58 44 34 64 64 65 66 63 68 64 59 81 76 75 37 71 75 52 58 30 73 68 69 71 13 7 11 12 15 "其他" "替补" 72
"Carlos Clerc Martínez" 24 182.88 152 "奥萨苏纳" "左边翼卫" "左脚" 2 2 1 72 51 54 68 40 73 59 46 54 70 75 77 64 67 69 59 72 87 69 43 58 66 61 63 44 68 63 68 71 7 14 11 10 14 "西甲" "后场" 73
"Fernando Seoane Antelo" 33 177.8 165 "卢哥" "左后腰" "右脚" 3 2 1 58 29 59 72 31 49 42 50 59 74 57 60 59 65 67 69 78 83 76 65 78 75 69 63 53 75 69 73 59 8 15 10 7 16 "其他" "中场" 73
"Javier Guerra Rodríguez" 34 177.8 168 "巴列卡诺" "主力替补" "右脚" 3 3 1 51 73 72 63 75 68 54 50 57 71 63 66 64 65 66 78 80 74 75 69 59 34 75 58 80 39 35 36 46 14 10 9 12 14 "西甲" "替补" 72
"Rubén Duarte Sánchez" 20 180.34 165 "西班牙人" "主力替补" "左脚" 2 2 1 75 28 69 74 25 57 57 60 55 71 65 69 59 63 65 48 59 70 64 30 66 67 43 31 40 40 74 73 77 10 12 14 11 9 "西甲" "替补" 73
"Alejandro Fernández Iglesias" 23 180.34 150 "埃尔切" "右后腰" "右脚" 3 2 1 69 52 39 80 45 70 71 69 74 73 59 49 65 70 68 59 59 74 59 69 66 65 62 72 69 49 69 70 66 16 14 12 16 6 "其他" "中场" 72
"Jon Gaztañaga Arrospide" 25 180.34 159 "皇家社会" "主力替补" "左脚" 3 2 1 50 38 56 71 23 45 50 34 68 69 54 55 59 74 54 42 73 78 73 31 61 72 43 63 36 50 67 75 69 13 7 12 11 13 "西甲" "替补" 69
"Carlos Castro García" 21 177.8 150 "希洪竞技" "主力替补" "左脚" 3 3 1 57 73 58 59 69 67 51 57 51 74 74 67 71 80 71 71 71 68 64 67 31 24 81 59 65 62 35 31 31 10 16 8 10 13 "其他" "替补" 71
"Sergio Tejera Rodríguez" 26 180.34 165 "塔拉戈纳" "左后腰" "左脚" 2 3 1 64 68 37 77 58 71 77 72 72 73 70 66 72 59 64 72 56 75 67 67 93 65 61 71 50 60 66 69 68 12 7 16 9 14 "其他" "中场" 74
"Carlos Hernández Alarcón" 25 185.42 179 "卢哥" "右中后卫" "右脚" 3 2 1 33 36 81 66 27 52 24 24 62 62 68 64 58 62 54 49 81 73 77 37 70 69 37 42 39 65 68 71 73 13 9 12 14 14 "其他" "后场" 73
"Manuel Castellano Castro" 27 175.26 168 "希洪竞技" "右后卫" "右脚" 4 2 1 68 46 56 65 47 52 52 47 57 62 67 69 61 68 75 55 73 79 70 48 86 75 51 45 59 59 73 70 78 12 11 10 8 6 "其他" "后场" 71
"Jesús Manuel Santana Abreu" 31 172.72 137 "特内里费" "右中场" "右脚" 3 3 1 63 62 50 63 59 75 55 65 50 73 86 85 84 74 84 58 80 78 71 59 81 49 72 72 66 75 49 59 51 6 8 13 8 10 "其他" "中场" 71
"Matías Nahuel Leiva Esquivel" 19 172.72 148 "皇家贝蒂斯" "主力替补" "右脚" 3 3 1 70 70 44 72 49 78 71 61 63 74 77 68 76 65 84 58 66 64 50 63 49 32 69 70 59 53 20 20 17 8 13 16 9 10 "西甲" "替补" 72
"Jonás Ramalho Chimeno" 23 180.34 150 "吉罗纳" "右中后卫" "右脚" 2 2 1 59 40 70 65 44 43 57 34 52 51 70 78 67 62 58 22 82 69 74 34 69 66 39 44 41 33 72 75 78 12 10 8 15 16 "其他" "后场" 74
"Raúl de Tomás Gómez" 21 177.8 150 "巴拉多利德" "中锋" "右脚" 3 3 1 50 71 71 62 67 65 50 73 35 69 66 72 70 62 75 82 75 65 78 74 54 22 73 48 75 47 14 16 20 6 11 13 7 14 "其他" "前场" 73
"Bruno Saltor Grau" 35 177.8 165 "布莱顿" "右后卫" "右脚" 3 2 1 70 32 61 68 56 64 66 51 71 70 68 61 69 75 66 65 56 62 65 46 77 76 57 67 45 75 72 75 74 9 16 13 8 7 "英超" "后场" 73
"Iván López Mendoza" 22 175.26 152 "莱万特" "主力替补" "右脚" 3 2 1 72 52 52 70 47 72 73 39 66 71 83 80 75 65 80 68 67 70 67 65 66 70 59 63 49 61 66 73 74 14 11 11 10 10 "西甲" "替补" 72
"Hernán Daniel Santana Trujillo" 25 180.34 161 "拉斯帕尔马斯" "主力替补" "右脚" 3 2 1 58 62 70 79 36 63 47 50 63 77 57 60 61 64 58 71 71 76 71 56 85 70 49 65 45 71 58 75 71 15 8 11 14 14 "其他" "替补" 71
"Ager Aketxe Barrutia" 22 175.26 154 "加的斯" "前腰" "左脚" 3 3 1 75 70 54 72 61 71 81 80 73 74 72 62 77 67 82 73 50 59 58 74 52 41 70 71 67 59 37 45 47 15 14 12 15 8 "其他" "中场" 72
"Alejandro Berenguer Remiro" 20 175.26 154 "奥萨苏纳" "右边翼卫" "左脚" 2 3 1 71 61 49 68 54 75 52 44 58 73 86 83 77 73 80 71 64 81 63 53 70 65 71 66 66 66 61 69 66 14 16 8 6 13 "西甲" "后场" 76
"José María Martín-Bejarano Serrano" 28 182.88 154 "加的斯" "左后腰" "右脚" 3 2 1 58 49 57 73 66 66 71 56 70 74 67 66 59 71 68 77 71 69 68 68 75 75 58 66 53 60 59 74 67 8 14 12 6 14 "其他" "中场" 72
"Alberto Martín Romo García-Adámez" 27 180.34 154 "莱加内斯" "主力替补" "右脚" 3 2 1 52 52 57 78 40 62 49 50 74 73 57 58 61 62 65 58 71 78 67 39 68 73 52 62 58 54 58 74 65 9 7 11 13 9 "其他" "替补" 72
"Unai López Cabrera" 20 170.18 141 "莱加内斯" "主力替补" "右脚" 3 2 1 68 61 51 75 53 73 67 73 67 75 75 73 76 67 91 63 74 80 52 68 72 62 65 73 46 58 44 68 57 9 13 12 13 15 "其他" "替补" 72
"Jon Errasti Zabaleta" 28 180.34 179 "斯佩齐亚" "后腰" "右脚" 3 2 1 51 30 44 73 30 43 45 48 67 69 66 64 69 64 54 67 64 77 77 34 73 75 45 57 53 44 72 74 69 8 7 14 13 15 "意甲" "中场" 70
"Carlos Carmona Bonet" 28 177.8 159 "希洪竞技" "右中场" "右脚" 3 4 1 81 59 58 80 56 70 78 77 74 73 66 65 62 72 71 70 59 68 59 69 59 55 69 67 80 59 37 44 37 9 14 16 16 6 "其他" "中场" 74
"Juan Domínguez Lamas" 26 180.34 157 "马洛卡" "主力替补" "右脚" 3 3 1 58 57 49 76 49 68 68 59 70 75 63 58 70 75 70 59 80 83 69 61 59 76 49 69 70 58 62 63 59 12 9 6 16 10 "西甲" "替补" 69
"David Costas Cordal" 21 180.34 159 "奥维多" "右中后卫" "右脚" 3 2 1 53 28 75 73 31 58 30 60 62 72 65 65 60 60 67 42 72 63 62 44 65 76 39 50 50 46 71 74 76 10 15 10 14 6 "其他" "后场" 71
"Edgar Badía Guardiola" 24 180.34 174 "雷乌斯体育" "守门员" "右脚" 3 1 1 14 12 20 30 16 14 19 13 32 18 34 32 40 65 38 26 52 27 53 12 42 22 9 16 30 29 9 12 15 75 68 66 74 73 "其他" "守门员" 73
"Unai Albizua Urquijo" 27 180.34 174 "穆尔西亚武康大学" "左中后卫" "右脚" 2 2 1 62 25 63 45 29 34 48 44 47 57 68 74 67 61 61 61 85 70 82 23 69 67 38 45 35 58 73 76 79 8 14 14 14 9 "其他" "后场" 72
"Juan Rafael Fuentes Hernández" 26 177.8 159 "奥萨苏纳" "主力替补" "左脚" 3 2 1 67 31 70 73 25 59 57 39 61 66 72 76 68 66 70 59 75 72 68 45 74 72 32 52 35 44 76 70 75 13 12 13 11 16 "西甲" "替补" 72
"Albert Dorca Masó" 33 182.88 170 "埃尔切" "主力替补" "左脚" 3 2 1 67 56 56 72 34 58 46 41 67 70 57 39 66 67 60 75 70 90 79 65 80 73 51 66 51 81 64 72 59 6 6 9 12 11 "其他" "替补" 71
"Ángel Luís Rodríguez Díaz" 29 172.72 150 "萨拉戈萨" "中锋" "右脚" 3 3 1 56 76 65 64 65 74 49 50 49 75 79 79 83 73 76 69 76 66 61 63 62 26 71 60 69 57 14 23 20 6 13 8 14 11 "其他" "前场" 74
"Gaizka Toquero Pinedo" 31 182.88 172 "阿拉维斯" "主力替补" "右脚" 3 2 1 70 63 77 58 70 65 62 52 57 62 69 70 42 81 64 76 86 75 81 55 87 57 81 66 66 71 46 56 47 9 7 15 12 7 "西甲" "替补" 67
"Óscar Plano Pedreño" 25 180.34 159 "阿尔科孔" "右中场" "左脚" 5 3 1 74 75 46 64 54 70 79 68 61 73 80 80 74 68 64 81 59 80 59 72 58 34 71 65 66 69 25 30 26 8 14 16 8 13 "其他" "中场" 73
"Pablo Hervías Rubio" 23 175.26 150 "埃尔切" "右中场" "右脚" 3 4 1 65 62 43 69 42 77 58 49 64 72 80 79 80 70 72 57 64 90 46 58 45 41 64 57 51 55 29 32 34 7 12 13 12 8 "其他" "中场" 72
"Pere Pons Riera" 23 177.8 154 "吉罗纳" "中场" "右脚" 3 2 1 60 55 47 78 43 61 52 62 69 70 61 64 69 74 69 59 64 84 65 58 73 75 55 71 45 67 59 72 65 11 11 9 8 12 "其他" "中场" 76
